code_id,date,party,sentence,aggr_coder1,aggr_coder2,infl_coder1,infl_coder2,notes
S255,2016-10-19,Dem,"Anybody who should be deported, we should deport them.",0,1,0,0,
S256,2020-09-29,Dem,"We can take this on, and we can defeat racism in America.",0,0,0,0,
S257,2016-09-26,Rep,We have not been updating from the new standpoint.,0,0,0,0,
S258,2016-09-26,Rep,She doesn’t have the look.,1,1,0,1,
S259,2016-09-26,Rep,"When you have your staff taking the Fifth Amendment, taking the Fifth so they’re not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it’s disgraceful.",1,1,1,1,
S260,2020-10-22,Rep,"Now, about your thing last night, I knew all about that, and through John — who is John Radcliffe, who is fantastic, DNI — he said, the one thing that’s common to both of them, they both want you to lose.",0,0,0,0,
S261,2016-10-09,Dem,That’s what America is.,0,0,0,0,
S262,2012-10-22,Rep,I’ve met some of those people.,0,0,0,0,
S263,2012-10-03,Dem,"And the reason is because of its people, because of the woman I met in North Carolina who decided at 55 to go back to school because she wanted to inspire her daughter and now has a job from that new training that she’s gotten; because a company in Minnesota who was willing to give up salaries and perks for their executives to make sure that they didn’t lay off workers during a recession.",0,0,0,0,
S264,2012-10-22,Rep,"Number four, the rule of law.",0,0,0,0,
S265,2016-10-09,Rep,"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",0,0,0,1,
S266,2016-10-04,Dem,And yet she stood up to them on issues such as Syria and their invasion of Georgia.,0,0,0,0,
S267,2020-10-22,Dem,He’s the only one.,0,0,0,0,
S268,2016-09-26,Rep,"So what they’re doing is they’re leaving our country, and they’re, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country.",0,0,0,0,
S269,2016-10-19,Rep,We need strong borders.,0,0,0,0,
S270,2020-09-29,Rep,"Every time you see him, he’s got a mask.",1,1,0,0,
S271,2020-09-29,Rep,You don’t have it in your blood.,1,1,0,1,
S272,2016-10-19,Dem,"But it is clear, when you look at what Donald has been proposing, he started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants.",0,1,1,1,
S273,2020-10-22,Dem,Our character is on the ballot.,0,0,0,1,
S274,2016-10-04,Rep,"That reset resulted in the invasion of Ukraine, after they’d infiltrated with what are called little green men, Russian soldiers that were dressing up like Ukrainian dissidents, and then they moved all the way into Crimea, took over the Crimean Peninsula.",0,0,0,0,
S275,2012-10-22,Dem,What we can’t do is go back to the same policies that got us into such difficulty in the first place.,0,0,0,0,
S276,2020-10-22,Rep,"A murderer would come in, a rapist would come in, a very bad person would come in — we would take their name, we have to release them into our country.",0,0,1,1,
S277,2016-09-26,Dem,Donald supported the invasion of Iraq.,0,1,0,0,
S278,2012-10-11,Dem,Sure he did.,0,1,0,0,
S279,2008-10-15,Dem,The last point I’ll make about small businesses.,0,0,0,0,
S280,2016-09-26,Rep,Is it President Obama’s fault?,0,1,0,0,
S281,2016-09-26,Rep,"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over—almost 4,000 people in Chicago have been killed.",0,0,1,1,
S282,2012-10-16,Dem,And so we’re matching them up.,0,0,0,0,
S283,2016-09-26,Rep,I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth.,1,1,1,1,
S284,2016-10-19,Rep,These are people that kill women and treat women horribly.,0,0,1,1,
S285,2012-10-22,Rep,Fourth graders and eighth graders are tested in English and math.,0,0,0,0,
S286,2020-10-22,Rep,I don’t think we’re going to have a dark winter at all.,0,0,0,0,
S287,2012-10-03,Rep,"I interpret that as, one, making sure that those people who are less fortunate and can’t care for themselves are cared by — by one another.",0,0,0,0,
S288,2016-10-04,Dem,And he perpetrated this outrageous and bigoted lie that President Obama is not a U.S.,1,1,1,1,
S289,2020-10-22,Rep,"I think he called me racist, even, and because I was closing it to China.",0,1,0,1,
S290,2016-10-04,Dem,"She worked across the aisle when she was first lady to get the CHIP program passed so that 8 million low-income kids have health insurance in this country, including 150,000 in Indiana.",0,0,0,0,
S291,2016-10-19,Dem,"And it’s funny, but it’s also really troubling.",0,0,0,0,
S292,2008-10-07,Rep,That’s remarkable.,0,0,0,0,
S293,2016-10-09,Rep,And she won’t even mention the word and nor will President Obama.,0,1,0,0,
S294,2020-09-29,Rep,"When the plague came in, we closed it down, which was very hard psychologically to do.",0,0,0,1,
S295,2020-10-22,Dem,"He’s legitimized North Korea, he’s talked about his good buddy who’s a thug, a thug, and he talks about how we’re better off, and they have much more capable missiles, able to reach U.S.",1,1,1,1,
S296,2016-09-26,Dem,"When I was in the Senate, I had a number of trade deals that came before me, and I held them all to the same test.",0,0,0,0,
S297,2016-09-26,Dem,"… which I was not responsible for, I concluded it wasn’t.",0,0,0,0,
S298,2020-09-29,Dem,"Those people who have been saving our lives, those people who have been out there dying.",0,0,0,0,
S299,2012-10-22,Dem,What we can’t do is go back to the same policies that got us into such difficulty in the first place.,0,0,0,0,
S300,2020-09-29,Rep,If Pocahontas would have left two days early you would have lost every primary.,1,1,1,1,
S301,2008-10-07,Rep,"He voted for nearly a billion dollars in pork barrel earmark projects, including, by the way, $3 million for an overhead projector at a planetarium in Chicago, Illinois.",1,1,0,0,
S302,2012-10-22,Rep,I’ve met some of those people.,0,0,0,0,
S303,2016-09-26,Dem,Donald supported the invasion of Iraq.,0,1,0,0,
S304,2016-10-04,Rep,"And then she labeled one after another “ism” on millions of Americans who believe that we can have a stronger America at home and abroad, who believe we can get this economy moving again, who believe that we can end illegal immigration once and for all.",1,1,0,1,
S305,2016-10-09,Dem,"That’s why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity.",0,0,0,0,
S306,2020-09-29,Rep,That is a record the likes of which very few people.,0,0,0,0,
S307,2020-10-22,Dem,"He embraces guys like the thugs like in North Korea, and, and, and the Chinese president and Putin and others, and he pokes his finger in the eye of all our friends, all of our allies.",1,1,1,1,
S308,2016-10-19,Rep,"I will say this: It will go back to the states, and the states will then make a determination.",0,0,0,0,
S309,2020-09-29,Rep,They throw ’em out.,0,1,0,0,
S310,2016-10-04,Dem,He was a 70-plus-year-old Romanian Holocaust survivor.,0,0,0,0,
S311,2012-10-03,Rep,And then that number disappears for high-income people.,0,0,0,0,
S312,2016-10-04,Rep,Scott Zubowski.,0,0,0,0,
S313,2008-10-07,Dem,It hasn’t worked out that way.,0,0,0,0,
S314,2016-10-04,Rep,"Border security, removing criminal aliens, upholding with law, and then — but then, Senator, I’ll work you when you go back to the Senate, I promise you, we’ll work with you to reform the immigration system.",0,1,0,1,
S315,2016-10-09,Rep,She doesn’t.,0,0,0,0,
S316,2020-09-29,Dem,We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open.,0,0,0,0,
S317,2020-10-22,Rep,"As president and as somebody that knows most of those people, I could call the heads of Wall Street, the heads of every company in America, I would blow away every record.",0,0,0,0,
S318,2016-10-19,Rep,So these are people that push gays off business—off buildings.,0,0,1,1,
S319,2008-10-15,Rep,And he wanted to buy the business but he looked at your tax plan and he saw that he was going to pay much higher taxes.,0,1,0,0,
S320,2020-10-22,Rep,"You know, they used to say I built the cages.",0,0,0,0,
S321,2012-10-16,Rep,They’re just barely enough to pay for my food and pay for an apartment.,0,0,0,0,
S322,2020-10-22,Dem,My response is that those people live on what they call ‘fence lines’.,0,0,0,0,
S323,2016-10-09,Rep,Why didn’t she do something about it?,1,1,0,0,
S324,2016-10-19,Dem,So we have undocumented immigrants in America who are paying more federal income tax than a billionaire.,1,0,0,0,
S325,2016-10-09,Rep,It’s called make America great again.,0,0,0,0,
S326,2020-10-22,Rep,"A murderer would come in, a rapist would come in, a very bad person would come in — we would take their name, we have to release them into our country.",0,0,1,1,
S327,2020-10-22,Dem,My response is that those people live on what they call ‘fence lines’.,0,0,0,0,
S328,2016-10-09,Rep,She doesn’t get it done.,1,1,0,0,
S329,2020-10-22,Dem,"I can imagine you’re five years old, your parents are taking you across the Rio Grande River and it’s and it’s illegal.",0,0,0,1,
S330,2016-10-09,Dem,"Well, thank you for asking your question.",0,0,0,0,
S331,2012-10-16,Rep,"We, of course, don’t want to have automatic weapons, and that’s already illegal in this country to have automatic weapons.",0,0,0,0,
S332,2016-10-04,Dem,"When Donald Trump says Mexicans are rapists and criminals, Mexican immigrants, when Donald Trump says about your judge, a Hoosier judge, he said that Judge Curiel was unqualified to hear a case because his parents were Mexican, I can’t imagine how you could defend that.",1,1,1,1,
S333,2012-10-03,Rep,"One is it designates a number of banks as too big to fail, and they’re effectively guaranteed by the federal government.",0,0,0,0,
S334,2020-10-22,Dem,He started off his campaign coming down the escalator saying he’s gonna get rid of those Mexican rapists.,0,1,1,1,
S335,2016-10-09,Dem,"He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn’t be trusted to be a judge because his parents were, quote, “Mexican.” He never apologized to the reporter that he mimicked and mocked on national television and our children were watching.",0,1,1,1,
S336,2020-09-29,Rep,"And he would know it, oh it’s totally racial.",0,1,0,1,
S337,2012-10-22,Rep,"President, it’s good to be with you again.",0,0,0,0,
S338,2016-10-19,Rep,They have no education.,0,1,0,1,
S339,2016-10-19,Rep,"Well, if that would happen, because I am pro-life, and I will be appointing pro-life judges, I would think that that will go back to the individual states.",0,0,0,0,
S340,2016-10-19,Rep,"If they overturned it, it will go back to the states.",0,0,0,0,
S341,2012-10-22,Rep,"Because inside Pakistan, you have a — a large group of Pashtun that are — that are Taliban.",0,0,0,0,
S342,2016-10-04,Dem,Look for Donald Trump apologizing to John McCain for saying he wasn’t a hero…,0,1,1,1,
S343,2012-10-11,Rep,"And to this day, we have nicknamed our firstborn child Liza, “Bean.” Now I believe that life begins at conception.",0,0,0,0,
S344,2016-09-26,Rep,"And in many cases, they’re illegally here, illegal immigrants.",0,0,0,0,
S345,2012-10-03,Dem,"But I have said that for incomes over $250,000 a year, that we should go back to the rates that we had when Bill Clinton was president, when we created 23 million new jobs, went from deficit to surplus, and created a whole lot of millionaires to boot.",0,0,0,0,
S346,2008-10-07,Rep,"And if you do the math, those people who have employer-based health benefits, if you put the tax on it and you have what’s left over and you add $5,000 that you’re going to get as a refundable tax credit, do the math, 95 percent of the American people will have increased funds to go out and buy the insurance of their choice and to shop around and to get — all of those people will be covered except for those who have these gold-plated Cadillac kinds of policies.",0,0,0,0,
S347,2020-09-29,Dem,"Secondly, the people who have lost their jobs are those people who have been on the front lines.",0,0,0,0,
S348,2020-10-22,Rep,"You know, they used to say I built the cages.",0,0,0,0,
S349,2016-10-04,Rep,I have to go back to.,0,0,0,0,
S350,2012-10-22,Rep,"I’ve watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",1,1,0,1,
S351,2012-10-16,Rep,"So for instance, I would not give driver’s licenses to those that have come here illegally as the president would.",0,0,0,0,
S352,2016-09-26,Rep,"You look at the Middle East, it’s a total mess.",0,0,0,1,
S353,2008-10-15,Rep,"Now, 95 percent of the people in America will receive more money under my plan because they will receive not only their present benefits, which may be taxed, which will be taxed, but then you add $5,000 onto it, except for those people who have the gold-plated Cadillac insurance policies that have to do with cosmetic surgery and transplants and all of those kinds of things.",0,0,0,0,
S354,2020-09-29,Rep,Look what happened in Baltimore.,0,0,0,0,
S355,2012-10-16,Rep,"We, of course, don’t want to have automatic weapons, and that’s already illegal in this country to have automatic weapons.",0,0,0,0,
S356,2020-09-29,Dem,"Under this President, we become weaker, sicker, poorer, more divided and more violent.",1,1,1,1,
S357,2020-10-22,Dem,They’re sitting in squalor on the other side of the river.,0,0,0,1,
S358,2016-10-04,Dem,"… we should not be able to bring up and talk about bias in the system, we’ll never solve the problem…",0,0,0,0,
S359,2016-10-19,Dem,"Well, you know…",0,0,0,0,
S360,2008-10-15,Dem,So one of the things that I think we have to recognize is pursuing the same kinds of policies that we pursued over the last eight years is not going to bring down the deficit.,0,0,0,0,
S361,2012-10-16,Rep,"Because if you bring rates down, it makes it easier for small business to keep more of their capital and hire people.",0,0,0,0,
S362,2020-10-22,Dem,"He’s legitimized North Korea, he’s talked about his good buddy who’s a thug, a thug, and he talks about how we’re better off, and they have much more capable missiles, able to reach U.S.",1,1,1,1,
S363,2016-10-09,Rep,It’s an absolute disgrace.,0,0,1,1,
S364,2016-09-26,Rep,They’re all leaving.,0,0,0,0,
S365,2008-10-15,Dem,"But what is absolutely true is that, once we get through this economic crisis and some of the specific proposals to get us out of this slump, that we’re not going to be able to go back to our profligate ways.",0,0,0,0,
S366,2016-10-04,Dem,"When Donald Trump says Mexicans are rapists and criminals, Mexican immigrants, when Donald Trump says about your judge, a Hoosier judge, he said that Judge Curiel was unqualified to hear a case because his parents were Mexican, I can’t imagine how you could defend that.",1,1,1,1,
S367,2020-10-22,Dem,"I can imagine you’re five years old, your parents are taking you across the Rio Grande River and it’s and it’s illegal.",0,0,0,1,
S368,2020-10-22,Dem,He started off his campaign coming down the escalator saying he’s gonna get rid of those Mexican rapists.,0,1,1,1,
S369,2020-10-22,Dem,"My response is look, this isn’t about – there’s a reason why he’s bringing up all this malarkey.",1,1,0,0,
S370,2016-10-19,Rep,"Well, if that would happen, because I am pro-life, and I will be appointing pro-life judges, I would think that that will go back to the individual states.",0,0,0,0,
S371,2016-10-04,Rep,"But I — Donald Trump has a plan that he laid out in Arizona, that will deal systemically with illegal immigration, beginning with border security, internal enforcement.",0,0,0,0,
S372,2016-09-26,Rep,I want to make America great again.,0,0,0,0,
